@RELATION x
@ATTRIBUTE col_0 REAL
@ATTRIBUTE col_1 REAL
@DATA
0.368098786774348,-1.6319153710194516
0.373130254791221,-1.2119713667854306
0.35811793842866224,-0.7618985489726201
0.38885847385960076,-1.212848999080007
0.3677726497708736,-0.762141125172363
0.3319452709685522,-0.38523841556412985
0.13296879997879593,-0.3674223682567951
0.1608876987950378,0.01514268547001624
0.14747142147127648,0.3498071147357202
0.15208675555454906,0.691134655611343
0.32649466589280307,0.6743115815359539
0.3444303747305454,0.3503297373661362
0.3058306510064006,0.6785768931962248
0.5437095273715787,0.6629322473444507
0.5189780742187077,0.9277817254068179
0.49490783869362454,0.6713103636886678
0.5415282631212593,0.9628907296437805
0.5343853581827183,0.6663292222636737
0.7358959038875806,0.6878930413437001
0.9360957968632927,0.6696014602659317
0.6985560897796548,0.7077590647544351
0.9452853901336167,0.686572019184891
1.1458744654591941,0.6456966589058429
0.9714356453578009,0.6821833436857977
0.934555602376514,0.9404092769875715
0.9034183759519826,1.1917071224053557
1.0960903472103327,1.1812190722600526
1.0921652579324819,1.3514849945168264
1.09168668990403,1.2032048307529382
0.9429425357667444,1.1938177132485364
0.9341803160473052,1.399924373838397
1.0760168065078357,1.3843754076302885
1.121051226244436,1.2012078789785015
1.0802504088723446,0.9503441177512444
1.0689368030643982,1.1883313944614622
1.2912691345943295,1.1765924429243135
1.2853248888382602,1.382910784778951
1.2306730828025119,1.632658044696992
1.4590714542166825,1.596993777476038
1.435553530274338,1.7968609929213857
1.2413688661420632,1.7774711374103482
1.0787297472033635,1.7693303682672827
1.10353319398219,1.6079200213890537
1.2834927084061882,1.5824044675979938
1.2383116670000838,1.771225205217195
1.278257734854559,1.6014817104500074
1.2148772361650715,1.7840094828186959
1.0819187419893042,1.7930638145004136
1.235345855340828,1.7841778457225996
1.3957772824082668,1.752323453249293
1.422531556796483,1.9246749381691524
1.4288542742421373,1.787993152393104
1.5788779237624517,1.792123424765744
1.4269241547580849,1.7914193623096264
